,headline,url,publisher,date,stock
365,"Stocks To Watch: Eyes On Apple's WWDC, SCOTUS And D.C.",https://seekingalpha.com/article/4178985-stocks-watch-eyes-apples-wwdc-scotus-d-c?source=partner_benzinga,Seeking Alpha,2018-06-02 00:00:00,A
366,Agilent to acquire Ultra Scientific,https://seekingalpha.com/news/3360501-agilent-acquire-ultra-scientific?source=partner_benzinga,Seeking Alpha,2018-05-30 00:00:00,A
367,Agilent's (A) Latest Buyout to Bolster Presence in Korea,http://www.zacks.com/stock/news/304860/agilents-a-latest-buyout-to-bolster-presence-in-korea?cid=CS-BENZ-FT-304860,Zacks,2018-05-24 00:00:00,A
368,Agilent to acquire assets from South Korean distributor Young In Scientific,https://seekingalpha.com/news/3358852-agilent-acquire-assets-south-korean-distributor-young-scientific?source=partner_benzinga,Seeking Alpha,2018-05-23 00:00:00,A
369,"Strong Product Portfolio Aids Agilent (A), Risks Persist",http://www.zacks.com/stock/news/303953/strong-product-portfolio-aids-agilent-a-risks-persist?cid=CS-BENZ-FT-303953,Zacks,2018-05-17 00:00:00,A
370,Agilent declares $0.149 dividend,https://seekingalpha.com/news/3357433-agilent-declares-0_149-dividend?source=partner_benzinga,Seeking Alpha,2018-05-16 00:00:00,A
371,"Agilent (A) Completes Genohm Buyout, Strengthens Portfolio",http://www.zacks.com/stock/news/303674/agilent-a-completes-genohm-buyout-strengthens-portfolio?cid=CS-BENZ-FT-303674,Zacks,2018-05-16 00:00:00,A
372,"Itron (ITRI) Q1 Earnings In Line, Revenues Beat Estimates",http://www.zacks.com/stock/news/303646/itron-itri-q1-earnings-in-line-revenues-beat-estimates?cid=CS-BENZ-FT-303646,Zacks,2018-05-15 00:00:00,A
373,Wall Street Retreats on Tuesday,http://www.gurufocus.com/news/682634/wall-street-retreats-on-tuesday-,GuruFocus,2018-05-15 00:00:00,A
374,Premarket Losers as of 9:05 am (5/15/2018),https://seekingalpha.com/news/3356745-premarket-losers-9-05-5-15-2018?source=partner_benzinga,Seeking Alpha,2018-05-15 00:00:00,A
375,"Agilent (A) Reports In-Line Q2 Earnings, Misses on Revenues",http://www.zacks.com/stock/news/303502/agilent-a-reports-in-line-q2-earnings-misses-on-revenues?cid=CS-BENZ-FT-303502,Zacks,2018-05-15 00:00:00,A
376,Agilent Technologies (A) CEO Michael McMullen on Q2 2018 Results - Earnings Call Transcript,https://seekingalpha.com/article/4173996-agilent-technologies-ceo-michael-mcmullen-q2-2018-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2018-05-14 00:00:00,A
377,After Hours Gainers / Losers (05/14/2018),https://seekingalpha.com/news/3356493-hours-gainers-losers-05-14-2018?source=partner_benzinga,Seeking Alpha,2018-05-14 00:00:00,A
378,Agilent Technologies Inc. 2018 Q2 - Results - Earnings Call Slides,https://seekingalpha.com/article/4173915-agilent-technologies-inc-2018-q2-results-earnings-call-slides?source=partner_benzinga,Seeking Alpha,2018-05-14 00:00:00,A
379,Agilent FQ2 top line up 9%; earnings up 25%; cash flow up 18%; shares down 7% after hours,https://seekingalpha.com/news/3356436-agilent-fq2-top-line-9-percent-earnings-25-percent-cash-flow-18-percent-shares-7-percent?source=partner_benzinga,Seeking Alpha,2018-05-14 00:00:00,A
380,5 Top-Ranked Stocks Leading the Market Rally This Year,http://www.zacks.com/stock/news/303377/5-top-ranked-stocks-leading-the-market-rally-this-year?cid=CS-BENZ-FT-303377,Zacks,2018-05-14 00:00:00,A
381,The 1% Dividend Growth Portfolio Q1 Update - Let It Rain Dividends,https://seekingalpha.com/article/4173608-1-percent-dividend-growth-portfolio-q1-update-let-rain-dividends?source=partner_benzinga,Seeking Alpha,2018-05-14 00:00:00,A
382,Notable earnings after Monday's close,https://seekingalpha.com/news/3356040-notable-earnings-monday-s-close?source=partner_benzinga,Seeking Alpha,2018-05-13 00:00:00,A
383,Stocks To Watch: A Fed Head Talks Crypto,https://seekingalpha.com/article/4173232-stocks-watch-fed-head-talks-crypto?source=partner_benzinga,Seeking Alpha,2018-05-12 00:00:00,A
384,"Quantbot Technologies LP Buys Cisco Systems Inc, Dominion Energy Inc, eBay Inc, Sells Costco ...",http://www.gurufocus.com/news/680681/quantbot-technologies-lp-buys-cisco-systems-inc-dominion-energy-inc-ebay-inc-sells-costco-wholesale-corp-johnson--johnson-facebook-inc,GuruFocus,2018-05-11 00:00:00,A
385,Will New Technologies Benefit Agilent (A) in Q2 Earnings?,http://www.zacks.com/stock/news/303271/will-new-technologies-benefit-agilent-a-in-q2-earnings?cid=CS-BENZ-FT-303271,Zacks,2018-05-11 00:00:00,A
386,"Wayfair (W) Q1 Loss Wider Than Anticipated, Revenues Beat",http://www.zacks.com/stock/news/302560/wayfair-w-q1-loss-wider-than-anticipated-revenues-beat?cid=CS-BENZ-FT-302560,Zacks,2018-05-07 00:00:00,A
387,"Mettler-Toledo (MTD) Q1 Earnings Lag Estimates, Revenues Top",http://www.zacks.com/stock/news/302362/mettler-toledo-mtd-q1-earnings-lag-estimates-revenues-top?cid=CS-BENZ-FT-302362,Zacks,2018-05-04 00:00:00,A
388,Agilent to buy lab management software developer Genohm,https://seekingalpha.com/news/3351760-agilent-buy-lab-management-software-developer-genohm?source=partner_benzinga,Seeking Alpha,2018-05-02 00:00:00,A
389,AMETEK (AME) Warms Up to Q1 Earnings: What's in the Offing?,http://www.zacks.com/stock/news/301560/ametek-ame-warms-up-to-q1-earnings-whats-in-the-offing?cid=CS-BENZ-FT-301560,Zacks,2018-04-30 00:00:00,A
390,WESCO's (WCC) Earnings and Revenues Beat Estimates in Q1,http://www.zacks.com/stock/news/301541/wescos-wcc-earnings-and-revenues-beat-estimates-in-q1?cid=CS-BENZ-FT-301541,Zacks,2018-04-30 00:00:00,A
391,Fortive's (FTV) Q1 Earnings and Revenues Beat Estimates,http://www.zacks.com/stock/news/301308/fortives-ftv-q1-earnings-and-revenues-beat-estimates?cid=CS-BENZ-FT-301308,Zacks,2018-04-27 00:00:00,A
392,Is a Beat in the Cards for Seagate (STX) in Q3 Earnings?,http://www.zacks.com/stock/news/301294/is-a-beat-in-the-cards-for-seagate-stx-in-q3-earnings?cid=CS-BENZ-FT-301294,Zacks,2018-04-27 00:00:00,A
393,Expedia (EXPE) Beats Earnings and Revenue Estimates in Q1,http://www.zacks.com/stock/news/301287/expedia-expe-beats-earnings-and-revenue-estimates-in-q1?cid=CS-BENZ-FT-301287,Zacks,2018-04-27 00:00:00,A
394,First Data (FDC) Q1 Earnings: A Disappointment in Store?,http://www.zacks.com/stock/news/300990/first-data-fdc-q1-earnings-a-disappointment-in-store?cid=CS-BENZ-FT-300990,Zacks,2018-04-26 00:00:00,A
395,What's in the Offing for Nielsen (NLSN) in Q1 Earnings?,http://www.zacks.com/stock/news/300636/whats-in-the-offing-for-nielsen-nlsn-in-q1-earnings?cid=CS-BENZ-FT-300636,Zacks,2018-04-25 00:00:00,A
396,Can a Diverse Portfolio Lift Maxim's (MXIM) Earnings in Q3?,http://www.zacks.com/stock/news/300238/can-a-diverse-portfolio-lift-maxims-mxim-earnings-in-q3?cid=CS-BENZ-FT-300238,Zacks,2018-04-23 00:00:00,A
397,Is a Beat in the Cards for Fortive (FTV) in Q1 Earnings?,http://www.zacks.com/stock/news/300235/is-a-beat-in-the-cards-for-fortive-ftv-in-q1-earnings?cid=CS-BENZ-FT-300235,Zacks,2018-04-23 00:00:00,A
398,Danaher Q1 beat positive for peers - Evercore ISI,https://seekingalpha.com/news/3346794-danaher-q1-beat-positive-peers-evercore-isi?source=partner_benzinga,Seeking Alpha,2018-04-19 00:00:00,A
399,Amazon Extends Two-Hour Whole Foods Delivery Service to LA,http://www.zacks.com/stock/news/298758/amazon-extends-two-hour-whole-foods-delivery-service-to-la?cid=CS-BENZ-FT-298758,Zacks,2018-04-11 00:00:00,A
400,"Strong Product Portfolio Aids AMETEK (AME), Risks Persist",http://www.zacks.com/stock/news/298482/strong-product-portfolio-aids-ametek-ame-risks-persist?cid=CS-BENZ-FT-298482,Zacks,2018-04-09 00:00:00,A
401,Premarket analyst action - healthcare,https://seekingalpha.com/news/3344358-premarket-analyst-action-healthcare?source=partner_benzinga,Seeking Alpha,2018-04-09 00:00:00,A
402,IBD Rating Upgrades: Agilent Technologies Shows Improved Relative Price Strength,http://www.investors.com/ibd-data-stories/ibd-rating-upgrades-agilent-technologies-shows-improved-relative-price-strength/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2018-04-04 00:00:00,A
403,"Agilent to Acquire Lasergen for $105M, Strengthens Portfolio",http://www.zacks.com/stock/news/297994/agilent-to-acquire-lasergen-for-%24105m-strengthens-portfolio?cid=CS-BENZ-FT-297994,Zacks,2018-04-04 00:00:00,A
404,Agilent to acquire remaining shares of Lasergen for $105M,https://seekingalpha.com/news/3343495-agilent-acquire-remaining-shares-lasergen-105m?source=partner_benzinga,Seeking Alpha,2018-04-03 00:00:00,A
405,"Upcoming Dividends: 27 Companies, 6 Increases, 5 Double-Digit Increases",https://seekingalpha.com/article/4159893-upcoming-dividends-27-companies-6-increases-5-double-digit-increases?source=partner_benzinga,Seeking Alpha,2018-03-29 00:00:00,A
406,Agilent Technologies Shows Rising Relative Strength; Still Shy Of Key Benchmark,http://www.investors.com/ibd-data-stories/agilent-technologies-shows-rising-relative-strength-still-shy-of-key-benchmark/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2018-03-27 00:00:00,A
407,Agilent declares $0.149 dividend,https://seekingalpha.com/news/3340841-agilent-declares-0_149-dividend?source=partner_benzinga,Seeking Alpha,2018-03-21 00:00:00,A
408,Philips' Dual Use DRF System Gets FDA Nod for Marketing,http://www.zacks.com/stock/news/295855/philips-dual-use-drf-system-gets-fda-nod-for-marketing?cid=CS-BENZ-FT-295855,Zacks,2018-03-16 00:00:00,A
409,Danaher Agrees To Acquire Integrated DNA Technologies For Genetic Tech,https://seekingalpha.com/article/4155250-danaher-agrees-acquire-integrated-dna-technologies-genetic-tech?source=partner_benzinga,Seeking Alpha,2018-03-09 00:00:00,A
410,"Agilent's AATI Acquisition to Strengthen Portfolio, Footprint",http://www.zacks.com/stock/news/294911/agilents-aati-acquisition-to-strengthen-portfolio-footprint?cid=CS-BENZ-FT-294911,Zacks,2018-03-08 00:00:00,A
411,Agilent to acquire Advanced Analytical for $250M,https://seekingalpha.com/news/3337473-agilent-acquire-advanced-analytical-250m?source=partner_benzinga,Seeking Alpha,2018-03-08 00:00:00,A
412,Agilent Technologies Shows Improved Relative Price Performance; Still Shy Of Benchmark,http://www.investors.com/ibd-data-stories/agilent-technologies-shows-improved-relative-price-performance-still-shy-of-benchmark/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2018-03-06 00:00:00,A
413,PerkinElmer Riding A Strong Cycle And Making Positive Long-Term Shifts,https://seekingalpha.com/article/4152845-perkinelmer-riding-strong-cycle-making-positive-long-term-shifts?source=partner_benzinga,Seeking Alpha,2018-03-06 00:00:00,A
414,Utilities See Pattern Best Gainer And Kenon Holdings Top Yielder Per February Stats,https://seekingalpha.com/article/4152692-utilities-see-pattern-best-gainer-kenon-holdings-top-yielder-per-february-stats?source=partner_benzinga,Seeking Alpha,2018-03-02 00:00:00,A
415,"Tiger Management Buys eBay, IQVIA, Comcast",http://www.gurufocus.com/news/646382/tiger-management-buys-ebay-iqvia-comcast,GuruFocus,2018-02-26 00:00:00,A
416,Tracking Stephen Mandel's Lone Pine Capital Portfolio - Q4 2017 Update,https://seekingalpha.com/article/4150481-tracking-stephen-mandels-lone-pine-capital-portfolio-q4-2017-update?source=partner_benzinga,Seeking Alpha,2018-02-25 00:00:00,A
417,Steve Mandel Takes an Interest in IQVIA Holdings,http://www.gurufocus.com/news/645543/steve-mandel-takes-an-interest-in-iqvia-holdings,GuruFocus,2018-02-23 00:00:00,A
418,Aceto: Collapsing Generic Drug Pricing Brings Risk Of Covenant Violations,https://seekingalpha.com/article/4149194-aceto-collapsing-generic-drug-pricing-brings-risk-covenant-violations?source=partner_benzinga,Seeking Alpha,2018-02-22 00:00:00,A
419,"Investor Expectations to Drive Momentum within Easterly Government Properties, Terreno Realty, ...",http://www.gurufocus.com/news/644572/investor-expectations-to-drive-momentum-within-easterly-government-properties-terreno-realty-hilton-grand-vacations-agilent-technologies-maxim-integrated-products-and-metlife--discovering-underlying-factors-of-influenc,GuruFocus,2018-02-21 00:00:00,A
420,Agilent Technologies Shows Market Leadership With Jump To 83 RS Rating,http://www.investors.com/ibd-data-stories/agilent-technologies-shows-market-leadership-with-jump-to-83-rs-rating/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2018-02-16 00:00:00,A
421,"Agilent (A) Q1 Earnings & Revenues Beat, '18 View Positive",http://www.zacks.com/stock/news/292561/agilent-a-q1-earnings-revenues-beat-18-view-positive?cid=CS-BENZ-FT-292561,Zacks,2018-02-15 00:00:00,A
422,Agilent Technologies (A) Q1 2018 Results - Earnings Call Transcript,https://seekingalpha.com/article/4146898-agilent-technologies-q1-2018-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2018-02-14 00:00:00,A
423,Agilent Technologies Inc. 2018 Q1 - Results - Earnings Call Slides,https://seekingalpha.com/article/4146889-agilent-technologies-inc-2018-q1-results-earnings-call-slides?source=partner_benzinga,Seeking Alpha,2018-02-14 00:00:00,A
424,Agilent FQ1 top line up 14%; non-GAAP earnings up 26%; cash flow up 85%; guidance raised; shares up 2% after hours,https://seekingalpha.com/news/3331196-agilent-fq1-top-line-14-percent-non-gaap-earnings-26-percent-cash-flow-85-percent-guidance?source=partner_benzinga,Seeking Alpha,2018-02-14 00:00:00,A
425,"Agilent beats by $0.08, beats on revenue",https://seekingalpha.com/news/3331123-agilent-beats-0_08-beats-revenue?source=partner_benzinga,Seeking Alpha,2018-02-14 00:00:00,A
426,Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q4 2017 Update,https://seekingalpha.com/article/4146495-tracking-william-von-muefflings-cantillon-capital-management-portfolio-q4-2017-update?source=partner_benzinga,Seeking Alpha,2018-02-14 00:00:00,A
427,Notable earnings after Wednesday's close,https://seekingalpha.com/news/3330573-notable-earnings-wednesday-s-close?source=partner_benzinga,Seeking Alpha,2018-02-13 00:00:00,A
428,Is a Surprise Coming for Agilent Technologies (A) This Earnings Season?,http://www.zacks.com/stock/news/292272/is-a-surprise-coming-for-agilent-technologies-a-this-earnings-season?cid=CS-BENZ-FT-292272,Zacks,2018-02-13 00:00:00,A
429,What's in the Cards for Agilent (A) in Q1 Earnings Season?,http://www.zacks.com/stock/news/292211/whats-in-the-cards-for-agilent-a-in-q1-earnings-season?cid=CS-BENZ-FT-292211,Zacks,2018-02-12 00:00:00,A
430,Stocks Showing Improving Market Leadership: Agilent Technologies Earns 81 RS Rating,http://www.investors.com/ibd-data-stories/stocks-showing-improving-market-leadership-agilent-technologies-earns-81-rs-rating/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2018-02-12 00:00:00,A
431,Omnicom's (OMC) Q4 Earnings: Will the Stock Beat Again?,http://www.zacks.com/stock/news/292114/omnicoms-omc-q4-earnings-will-the-stock-beat-again?cid=CS-BENZ-FT-292114,Zacks,2018-02-12 00:00:00,A
432,Will Flash-Based Solutions Aid NetApp's (NTAP) Q3 Earnings?,http://www.zacks.com/stock/news/292078/will-flash-based-solutions-aid-netapps-ntap-q3-earnings?cid=CS-BENZ-FT-292078,Zacks,2018-02-12 00:00:00,A
433,What's in the Offing for QuickLogic (QUIK) in Q4 Earnings?,http://www.zacks.com/stock/news/292076/whats-in-the-offing-for-quicklogic-quik-in-q4-earnings?cid=CS-BENZ-FT-292076,Zacks,2018-02-12 00:00:00,A
434,Will Growth in Diner Base Aid GrubHub's (GRUB) Q4 Earnings?,http://www.zacks.com/stock/news/291564/will-growth-in-diner-base-aid-grubhubs-grub-q4-earnings?cid=CS-BENZ-FT-291564,Zacks,2018-02-06 00:00:00,A
435,What's in the Cards for Broadridge (BR) in Q2 Earnings?,http://www.zacks.com/stock/news/291534/whats-in-the-cards-for-broadridge-br-in-q2-earnings?cid=CS-BENZ-FT-291534,Zacks,2018-02-06 00:00:00,A
436,Will NCR Deliver a Positive Surprise This Earnings Season?,http://www.zacks.com/stock/news/291386/will-ncr-deliver-a-positive-surprise-this-earnings-season?cid=CS-BENZ-FT-291386,Zacks,2018-02-06 00:00:00,A
437,"Eaton Vance Worldwide Health Sciences Fund Buys AbbVie Inc, Royal Philips NV, Anthem Inc, Sells ...",http://www.gurufocus.com/news/631663/eaton-vance-worldwide-health-sciences-fund-buys-abbvie-inc-royal-philips-nv-anthem-inc-sells-allergan-plc-zimmer-biomet-holdings-inc-hologic-inc,GuruFocus,2018-01-29 00:00:00,A
438,The 1% Dividend Growth Model Portfolio Will Break The Mold And Transform Opinions,https://seekingalpha.com/article/4138362-1-percent-dividend-growth-model-portfolio-will-break-mold-transform-opinions?source=partner_benzinga,Seeking Alpha,2018-01-18 00:00:00,A
439,Agilent (A) Expands Portfolio With Luxcel Biosciences Buyout,http://www.zacks.com/stock/news/288324/agilent-a-expands-portfolio-with-luxcel-biosciences-buyout?cid=CS-BENZ-FT-288324,Zacks,2018-01-10 00:00:00,A
440,Agilent Technologies: An Assessment,https://seekingalpha.com/article/4136454-agilent-technologies-assessment?source=partner_benzinga,Seeking Alpha,2018-01-10 00:00:00,A
441,Agilent (A) Presents At 36th Annual J.P. Morgan Healthcare Conference - Slideshow,https://seekingalpha.com/article/4136341-agilent-presents-36th-annual-j-p-morgan-healthcare-conference-slideshow?source=partner_benzinga,Seeking Alpha,2018-01-09 00:00:00,A
442,Agilent acquires Luxcel Biosciences,https://seekingalpha.com/news/3321843-agilent-acquires-luxcel-biosciences?source=partner_benzinga,Seeking Alpha,2018-01-09 00:00:00,A
443,AdvisorShares Announces December —…–7 Distributions,http://www.gurufocus.com/news/616002/advisorshares-announces-december-2017-distributions,GuruFocus,2017-12-29 00:00:00,A
444,Is Agilent Technologies With A Good Business And Total Return To Pricey?,https://seekingalpha.com/article/4133429-agilent-technologies-good-business-total-return-pricey?source=partner_benzinga,Seeking Alpha,2017-12-22 00:00:00,A
445,"Agilent Technologies Inc (A) Files –…-K for the Fiscal Year Ended on October '–, —…–7",http://www.gurufocus.com/news/614019/agilent-technologies-inc-a-files-10k-for-the-fiscal-year-ended-on-october-31-2017,GuruFocus,2017-12-21 00:00:00,A
446,86 Dividend Growth Stocks Going Ex-Dividend Next Week,https://seekingalpha.com/article/4133284-86-dividend-growth-stocks-going-ex-dividend-next-week?source=partner_benzinga,Seeking Alpha,2017-12-21 00:00:00,A
447,Agilent (A) Down 3.7% Since Earnings Report: Can It Rebound?,http://www.zacks.com/stock/news/286612/agilent-a-down-37-since-earnings-report-can-it-rebound?cid=CS-BENZ-FT-286612,Zacks,2017-12-21 00:00:00,A
448,6 Stocks Beating the Market,http://www.gurufocus.com/news/611227/6-stocks-beating-the-market,GuruFocus,2017-12-15 00:00:00,A
449,Dodge Agilent's Bubble Price,https://seekingalpha.com/article/4129388-dodge-agilents-bubble-price?source=partner_benzinga,Seeking Alpha,2017-12-04 00:00:00,A
450,Spark Energy Still Tops 'Safer' Dividend Utilities By Broker Reckoned November Gains,https://seekingalpha.com/article/4128366-spark-energy-still-tops-safer-dividend-utilities-broker-reckoned-november-gains?source=partner_benzinga,Seeking Alpha,2017-11-29 00:00:00,A
451,"The Week That Was In Review - November 24, 2017",https://seekingalpha.com/article/4127661-week-review-november-24-2017?source=partner_benzinga,Seeking Alpha,2017-11-26 00:00:00,A
452,4 Stocks Investors Should Watch on Tuesday,http://www.gurufocus.com/news/599977/4-stocks-investors-should-watch-on-tuesday,GuruFocus,2017-11-21 00:00:00,A
453,Agilent Technologies Inc. 2017 Q4 - Results - Earnings Call Slides,https://seekingalpha.com/article/4126883-agilent-technologies-inc-2017-q4-results-earnings-call-slides?source=partner_benzinga,Seeking Alpha,2017-11-21 00:00:00,A
454,Stocks Up Big As Apple Leads Dow; Is It Time To Buy This Top Internet Play?,http://www.investors.com/market-trend/stock-market-today/stocks-up-big-apple-leads-dow-is-it-time-to-buy-this-top-internet-play/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2017-11-21 00:00:00,A
455,"Agilent (A) Beats on Q4 Earnings & Revenues, Lowers Guidance",http://www.zacks.com/stock/news/283547/agilent-a-beats-on-q4-earnings-revenues-lowers-guidance?cid=CS-BENZ-FT-283547,Zacks,2017-11-21 00:00:00,A
456,Agilent Technologies' (A) CEO Mike McMullen on Q4 2017 Results - Earnings Call Transcript,https://seekingalpha.com/article/4126654-agilent-technologies-ceo-mike-mcmullen-q4-2017-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2017-11-20 00:00:00,A
457,After Hours Gainers / Losers,https://seekingalpha.com/news/3313681-hours-gainers-losers?source=partner_benzinga,Seeking Alpha,2017-11-20 00:00:00,A
458,"Agilent fiscal Q4 top line up 7%; earnings up 41%; cash flow ops up 23%; soft Q1 guidance sinks shares, down 5% after hours",https://seekingalpha.com/news/3313625-agilent-fiscal-q4-top-line-7-percent-earnings-41-percent-cash-flow-ops-23-percent-soft-q1?source=partner_benzinga,Seeking Alpha,2017-11-20 00:00:00,A
459,"Agilent beats by $0.05, beats on revenue",https://seekingalpha.com/news/3313612-agilent-beats-0_05-beats-revenue?source=partner_benzinga,Seeking Alpha,2017-11-20 00:00:00,A
460,Game Plan For The Week - Cramer's Mad Money (11/17/17),https://seekingalpha.com/article/4126267-game-plan-week-cramers-mad-money-11-17-17?source=partner_benzinga,Seeking Alpha,2017-11-20 00:00:00,A
461,Notable earnings after Monday's close,https://seekingalpha.com/news/3313364-notable-earnings-monday-s-close?source=partner_benzinga,Seeking Alpha,2017-11-19 00:00:00,A
462,"Agilent Technologies Rewards Shareholders, Hikes Dividend",http://www.zacks.com/stock/news/283285/agilent-technologies-rewards-shareholders-hikes-dividend?cid=CS-BENZ-FT-283285,Zacks,2017-11-17 00:00:00,A
463,Patterson Companies (PDCO) Q2 Earnings: What's in Store?,http://www.zacks.com/stock/news/283230/patterson-companies-pdco-q2-earnings-whats-in-store?cid=CS-BENZ-FT-283230,Zacks,2017-11-17 00:00:00,A
464,"Top Analyst Reports for TOTAL S.A., Humana & Novo Nordisk",http://www.zacks.com/research-daily/137429/top-analyst-reports-for-total-sa-humana-novo-nordisk?cid=CS-BENZ-FT-137429,Zacks,2017-11-16 00:00:00,A
465,"Itron Extends SMECO Contract, Offers Outsourced Solution",http://www.zacks.com/stock/news/282801/itron-extends-smeco-contract-offers-outsourced-solution?cid=CS-BENZ-FT-282801,Zacks,2017-11-14 00:00:00,A
466,Fujifilm (FUJIY) Invests ??170M on TOKIWA-Bio's Tech-License,http://www.zacks.com/stock/news/282611/fujifilm-fujiy-invests-170m-on-tokiwa-bios-tech-license?cid=CS-BENZ-FT-282611,Zacks,2017-11-13 00:00:00,A
467,"Market Trends Toward New Normal in Domino's Pizza, Sangamo Therapeutics, Entergy, Agilent ...",http://www.gurufocus.com/news/593024/market-trends-toward-new-normal-in-dominos-pizza-sangamo-therapeutics-entergy-agilent-technologies-zayo-group-and-republic-services--emerging-consolidated-expectations-analyst-ratings,GuruFocus,2017-11-10 00:00:00,A
468,Itron (ITRI) Q3 Earnings & Revenues Lag on Shipment Delays,http://www.zacks.com/stock/news/281664/itron-itri-q3-earnings-revenues-lag-on-shipment-delays?cid=CS-BENZ-FT-281664,Zacks,2017-11-03 00:00:00,A
469,"Fujifilm (FUJIY) Q2 Earnings Up Y/Y, Revenues Top Estimates",http://www.zacks.com/stock/news/281226/fujifilm-fujiy-q2-earnings-up-y-y-revenues-top-estimates?cid=CS-BENZ-FT-281226,Zacks,2017-11-01 00:00:00,A
470,MKS Instruments (MKSI) Beats on Q3 Earnings and Revenues,http://www.zacks.com/stock/news/280163/mks-instruments-mksi-beats-on-q3-earnings-and-revenues?cid=CS-BENZ-FT-280163,Zacks,2017-10-25 00:00:00,A
471,"Nationwide Fund Advisors Buys DowDuPont Inc, PepsiCo Inc, Visa Inc, Sells General Electric Co, ...",http://www.gurufocus.com/news/583112/nationwide-fund-advisors-buys-dowdupont-inc-pepsico-inc-visa-inc-sells-general-electric-co-panera-bread-co-ei-du-pont-de-nemours,GuruFocus,2017-10-23 00:00:00,A
472,Why You Should Add Agilent (A) to Your Portfolio Right Now,http://www.zacks.com/stock/news/278414/why-you-should-add-agilent-a-to-your-portfolio-right-now?cid=CS-BENZ-FT-278414,Zacks,2017-10-11 00:00:00,A
473,Will Agilent Technologies (A) Crush Estimates at Its Next Earnings Report?,http://www.zacks.com/stock/news/278370/will-agilent-technologies-a-crush-estimates-at-its-next-earnings-report?cid=CS-BENZ-FT-278370,Zacks,2017-10-11 00:00:00,A
474,VWR's New Kitting Center in Czech Republic to Boost EMEA Arm,http://www.zacks.com/stock/news/277297/vwrs-new-kitting-center-in-czech-republic-to-boost-emea-arm?cid=CS-BENZ-FT-277297,Zacks,2017-09-29 00:00:00,A
475,Agilent Boosts Market Share With FDA Nod to New Cancer Test,http://www.zacks.com/stock/news/277087/agilent-boosts-market-share-with-fda-nod-to-new-cancer-test?cid=CS-BENZ-FT-277087,Zacks,2017-09-27 00:00:00,A
476,Agilent Technologies (A) Up 10.6% Since Earnings Report: Can It Continue?,http://www.zacks.com/stock/news/275900/agilent-technologies-a-up-106-since-earnings-report-can-it-continue?cid=CS-BENZ-FT-275900,Zacks,2017-09-15 00:00:00,A
477,Agilent Technologies (A) Hits Fresh 52-Week High of $63.63,http://www.zacks.com/stock/news/273864/agilent-technologies-a-hits-fresh-52-week-high-of-%246363?cid=CS-BENZ-FT-273864,Zacks,2017-08-30 00:00:00,A
478,Is Agilent Technologies (A) Stock a Solid Choice Right Now?,http://www.zacks.com/stock/news/272977/is-agilent-technologies-a-stock-a-solid-choice-right-now?cid=CS-BENZ-FT-272977,Zacks,2017-08-23 00:00:00,A
479,"Stocks Take Tight Gains; Miner, Lab Tool Maker Retake Buy Points",http://www.investors.com/market-trend/stock-market-today/stocks-take-tight-gains-miner-lab-tool-maker-retake-buy-points/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2017-08-16 00:00:00,A
480,"Urban Outfitters, RADA Electronic and Target Lead the Market Wednesday",http://www.gurufocus.com/news/554641/urban-outfitters-rada-electronic-and-target-lead-the-market-wednesday,GuruFocus,2017-08-16 00:00:00,A
481,"Futures: Can Nasdaq, S&P 500 Revive Rebound? Big Box Retailers Climb",http://www.investors.com/market-trend/stock-market-today/futures-can-nasdaq-sp-500-extend-rebound-big-box-retailers-climb/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2017-08-16 00:00:00,A
482,New Strong Buy Stocks for July 24th,http://www.zacks.com/commentary/122442/new-strong-buy-stocks-for-july-24th?cid=CS-BENZ-FT-122442,Zacks,2017-07-24 00:00:00,A
483,Top Ranked Momentum Stocks to Buy for July 17th,http://www.zacks.com/commentary/121849/top-ranked-momentum-stocks-to-buy-for-july-17th?cid=CS-BENZ-FT-121849,Zacks,2017-07-17 00:00:00,A
484,IndexIQ Lowers Fees For Its Suite Of 5… Percent Currency Hedged International Equity ETFs,http://www.gurufocus.com/news/539428/indexiq-lowers-fees-for-its-suite-of-50-percent-currency-hedged-international-equity-etfs,GuruFocus,2017-07-12 00:00:00,A
485,Mitek Systems (MITK) Looks Good: Stock Adds 10.5% in Session,http://www.zacks.com/stock/news/267061/mitek-systems-mitk-looks-good-stock-adds-105-in-session?cid=CS-BENZ-FT-267061,Zacks,2017-07-11 00:00:00,A
